Journal,ISSN,CN,Publisher,Frequency,Language,Founded,Discipline,SubDiscipline,IF_Composite,IF_Comprehensive,CSCD_Core,CSCD_Extended,PKU_Core,CSSCI,CSSCI_Extended,AMI_Authority,AMI_Core,AMI_Extended,AMI_Archive,SCI_Indexed,EI_Indexed,CSTPCD,Index_Labels
岩土工程学报,1000-4548,32-1124/TU,中国水利学会;中国土木工程学会;中国力学学会;中国建筑学会;中国水利发电工程学会;中国振动工程学会,月刊,中文,1979.0,工程科技II,建筑科学与工程,3.535,2.237,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
桥梁建设,1003-4722,42-1191/U,中铁大桥局集团有限公司,双月,中文,1971.0,工程科技II,公路与水路运输,3.557,3.051,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
仪器仪表学报,0254-3087,11-2179/TH,中国仪器仪表学会,月刊,中文,1980.0,工程科技II,仪器仪表工业,3.628,2.863,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
电力建设,1000-7229,11-2583/TM,国网经济技术研究院有限公司;中国电力工程顾问集团有限公司;中国电力科学研究院有限公司,月刊,中文,1958.0,工程科技II,电力工业,3.649,2.73,True,False,True,False,False,False,False,False,False,False,False,False,北大核心; CSCD
岩土力学,1000-7598,42-1199/O3,中国科学院武汉岩土力学研究所,月刊,中文,1979.0,工程科技II,建筑科学与工程,3.721,2.414,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
交通运输工程学报,1671-1637,61-1369/U,长安大学,双月,中文,2001.0,工程科技II,公路与水路运输;铁路运输,3.769,2.525,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
全球能源互联网,2096-5125,10-1550/TK,全球能源互联网集团有限公司,双月,中文,2018.0,工程科技II,电力工业,3.939,3.076,True,False,False,False,False,False,False,False,False,False,False,False,CSCD
电网与清洁能源,1674-3814,61-1474/TK,国网陕西省电力公司;西安理工大学水利水电土木建筑研究设计院,月刊,中文,1985.0,工程科技II,水利水电工程,3.944,3.506,False,True,True,False,False,False,False,False,False,False,False,False,北大核心; CSCD扩展版
汽车工程,1000-680X,11-2221/U,中国汽车工程学会,月刊,中文,1979.0,工程科技II,汽车工业,2.645,1.57,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
南水北调与水利科技(中英文),2096-8086,13-1430/TV,河北省水利科学研究院,双月,中文;英文,1977.0,工程科技II,水利水电工程,2.674,1.953,False,True,True,False,False,False,False,False,False,False,False,False,北大核心; CSCD扩展版
隧道建设(中英文),2096-4498,44-1745/U,中铁隧道勘察设计研究院有限公司,月刊,中文;英文,1981.0,工程科技II,公路与水路运输,2.706,1.885,True,False,True,False,False,False,False,False,False,False,False,False,北大核心; CSCD
工程力学,1000-4750,11-2595/O3,中国力学学会,月刊,中文,1984.0,工程科技II;基础科学,力学;建筑科学与工程,2.774,1.875,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
供用电,1006-6357,31-1467/TM,英大传媒(上海)有限公司;国网上海市电力公司,月刊,中文,1984.0,工程科技II,电力工业,2.781,2.345,False,False,False,False,False,False,False,False,False,False,False,False,
华北电力大学学报(自然科学版),1007-2691,13-1212/TM,华北电力大学,双月,中文,1974.0,工程科技II,综合科技B类综合,2.819,1.771,False,False,True,False,False,False,False,False,False,False,False,False,北大核心
电力需求侧管理,1009-1831,32-1592/TK,英大传媒投资集团南京有限公司;国网(江苏)电力需求侧管理指导中心有限公司,双月,中文,1999.0,工程科技II,电力工业,2.826,1.695,False,False,False,False,False,False,False,False,False,False,False,False,
南方电网技术,1674-0629,44-1643/TK,南方电网科学研究院有限责任公司,月刊,中文,2007.0,工程科技II,电力工业,2.913,2.564,True,False,True,False,False,False,False,False,False,False,False,False,北大核心; CSCD
储能科学与技术,2095-4239,10-1076/TK,化学工业出版社有限公司;中国化工学会,月刊,中文,2012.0,工程科技II,综合科技B类综合,2.942,1.921,True,False,True,False,False,False,False,False,False,False,False,False,北大核心; CSCD
航空学报,1000-6893,11-1929/V,中国航空学会;北京航空航天大学,半月,中文,1965.0,工程科技II,航空航天科学与工程,2.954,2.203,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
电力电容器与无功补偿,1674-1757,61-1468/TM,中国西电集团有限公司,双月,中文,1980.0,工程科技II,电力工业,2.993,2.583,False,False,False,False,False,False,False,False,False,False,False,False,
清华大学学报(自然科学版),1000-0054,11-2223/N,清华大学,月刊,中文,1915.0,工程科技II,综合科技B类综合,3.01,1.884,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
建筑结构学报,1000-6869,11-1931/TU,中国建筑学会,月刊,中文,1980.0,工程科技II,建筑科学与工程,3.018,1.619,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
高压电器,1001-1609,61-1127/TM,中国西电集团有限公司,月刊,中文,1958.0,工程科技II,电力工业,3.038,2.637,True,False,True,False,False,False,False,False,False,False,False,False,北大核心; CSCD
风景园林,1673-1530,11-5366/S,北京林业大学,月刊,中文,2005.0,工程科技II,建筑科学与工程,3.051,1.81,False,False,False,False,False,False,False,True,False,False,False,False,
中国机械工程,1004-132X,42-1294/TH,中国机械工程学会,半月,中文,1973.0,工程科技II,机械工业,3.057,1.754,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
中国园林,1000-6664,11-2165/TU,中国风景园林学会,月刊,中文,1985.0,工程科技II,建筑科学与工程,3.079,1.998,False,True,True,False,False,False,False,True,False,False,False,False,北大核心; CSCD扩展版
National Science Review,2095-5138,10-1088/N,中国科技出版传媒股份有限公司,月刊,英文,2014.0,工程科技II;基础科学,基础科学综合;综合科技B类综合,3.08,2.228,True,False,False,False,False,False,False,False,False,True,True,False,SCI; EI; CSCD
Green Energy & Environment,2096-2797,10-1418/TK,中国科学院过程工程研究所;中国科技出版传媒股份有限公司,双月,英文,2016.0,工程科技II,新能源,3.099,2.035,True,False,False,False,False,False,False,False,False,True,True,False,SCI; EI; CSCD
机械工程学报,0577-6686,11-2187/TH,中国机械工程学会,半月,中文,1953.0,工程科技II,机械工业,3.106,1.989,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
土木与环境工程学报(中英文),2096-6717,50-1218/TU,重庆大学,双月,中文;英文,1957.0,工程科技II,综合科技B类综合,2.399,1.344,False,True,True,False,False,False,False,False,False,False,False,False,北大核心; CSCD扩展版
西部人居环境学刊,2095-6304,50-1208/TU,重庆大学,双月,中文,1986.0,工程科技II,建筑科学与工程,2.409,1.532,False,True,False,False,False,False,False,True,False,False,False,False,CSCD扩展版
电工电能新技术,1003-3076,11-2283/TM,中国科学院电工研究所,月刊,中文,1982.0,工程科技II,电力工业,2.426,1.641,True,False,True,False,False,False,False,False,False,False,False,False,北大核心; CSCD
规划师,1006-0022,45-1210/TU,广西师范大学出版社集团有限公司,月刊,中文,1985.0,工程科技II,建筑科学与工程,2.428,1.627,False,False,True,False,True,False,False,True,False,False,False,False,北大核心; CSSCI扩展版
光学精密工程,1004-924X,22-1198/TH,中国科学院长春光学精密机械与物理研究所,半月,中文,1959.0,工程科技II,仪器仪表工业,2.443,1.866,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
西安交通大学学报,0253-987X,61-1069/T,西安交通大学,月刊,中文,1960.0,工程科技II,综合科技B类综合,2.45,1.534,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
Chinese Journal of Aeronautics,1000-9361,11-1732/V,中国航空学会;北京航空航天大学,月刊,英文,1988.0,工程科技II,航空航天科学与工程,2.469,1.936,True,False,False,False,False,False,False,False,False,True,True,False,SCI; EI; CSCD
铁道学报,1001-8360,11-2104/U,中国铁道学会,月刊,中文,1979.0,工程科技II,铁路运输,2.476,1.493,True,False,True,False,False,False,False,False,False,False,True,False,北大核心; EI; CSCD
